val_SEP_Crude Fib.,val_std_SEP_Crude Fib.,val_Bias_Crude Fib.,val_SEPC_Crude Fib.,val_R2_Crude Fib.,val_Slope_Crude Fib.,val_N_Crude Fib.,val_Min_True_Crude Fib.,val_Max_True_Crude Fib.,val_Avg_True_Crude Fib.,val_Std_True_Crude Fib.,val_Min_Pred_Crude Fib.,val_Max_Pred_Crude Fib.,val_Avg_Pred_Crude Fib.,val_Std_Pred_Crude Fib.
0.05505428895520864,5.703771553141396,-0.04413123130022323,0.053049442038662076,0.6547873106999857,0.6519240346655301,35,4.5,6.1,5.320285708571428,0.39360231107668003,4.710634,6.0349383,5.364417,0.3140171
