val_SEP_NDF,val_std_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF
0.11137463590823782,15.732810207234087,-0.13521505298371436,0.09178558888674994,0.9703788199812354,0.9252504729614709,15,5.885231011581906,11.287601544664204,8.716614857294607,1.8733130528627995,6.1917458,11.474968,8.8518305,1.752236
