val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash
0.013024560695594113,11.546031059410556,-0.021889646184590023,0.01253451416255106,0.3019877197060271,0.78388215981359,45,1.41,1.9089882078204368,1.5918428639582658,0.13507348080550652,1.4263659,1.9576005,1.6137326,0.15038198
