val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat
0.038061281591917136,6.127552455808856,0.030378826625567464,0.03711743409597207,0.49743785282091457,0.6222131546864029,45,3.1400001,4.8299999,3.770403668781872,0.27212403245786715,3.1636293,4.39599,3.7400248,0.2332225
