val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash,train_SEP_Ash,train_std_SEP_Ash,train_Bias_Ash,train_SEPC_Ash,train_R2_Ash,train_Slope_Ash,train_N_Ash,train_Min_True_Ash,train_Max_True_Ash,train_Avg_True_Ash,train_Std_True_Ash,train_Min_Pred_Ash,train_Max_Pred_Ash,train_Avg_Pred_Ash,train_Std_Pred_Ash
0.015950926439094036,64.631276114343,0.0058286838218046,0.01591672639363217,0.985119735780366,0.9916185231367535,151,1.41,5.87,2.650385781711534,1.0319170556725288,1.4263659,5.772778,2.6445572,1.0309287,0.03578587869617086,34.5444848198625,0.00044408561824274935,0.035785681123600636,0.9780440390283999,0.9586834190929642,548,1.0206505642232893,7.99,2.6015864244284184,1.2755074559092068,1.0522443,7.0127454,2.6011424,1.2362047
