val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat,train_SEP_Crude Fat,train_std_SEP_Crude Fat,train_Bias_Crude Fat,train_SEPC_Crude Fat,train_R2_Crude Fat,train_Slope_Crude Fat,train_N_Crude Fat,train_Min_True_Crude Fat,train_Max_True_Crude Fat,train_Avg_True_Crude Fat,train_Std_True_Crude Fat,train_Min_Pred_Crude Fat,train_Max_Pred_Crude Fat,train_Avg_Pred_Crude Fat,train_Std_Pred_Crude Fat
0.07591835611841566,194.85275756037075,0.03229745146469263,0.07486905840782745,0.9996568254454765,0.997346962798733,170,1.2670724405783829,52.27,9.072825252417381,14.829781427990271,1.3715001,51.73219,9.040527,14.792901,0.12177196274818981,127.33918041765824,-0.009121519003852963,0.1216886405784889,0.9994953386827755,0.9987100626736904,694,1.085695629,52.39,10.06024288795905,15.522459189120182,0.74531573,52.138073,10.069365,15.506342
