val_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat,train_SEP_Crude Fat,train_Bias_Crude Fat,train_SEPC_Crude Fat,train_R2_Crude Fat,train_Slope_Crude Fat,train_N_Crude Fat,train_Min_True_Crude Fat,train_Max_True_Crude Fat,train_Avg_True_Crude Fat,train_Std_True_Crude Fat,train_Min_Pred_Crude Fat,train_Max_Pred_Crude Fat,train_Avg_Pred_Crude Fat,train_Std_Pred_Crude Fat
18.113168971265203,1.0307503071273354,17.044436111742566,0.9181228491956929,0.9151172457229358,170,1.2670724405783829,52.27,9.072825252417381,14.829781427990271,-0.03551725323914212,50.36961927762258,8.042074945290045,14.125556658980566,20.615576149079025,1.153812116881521,19.282372705590635,0.9145625677706357,0.9231983028413403,694,1.085695629,52.39,10.06024288795905,15.522459189120184,-0.8687377323773191,51.00362474944881,8.90643077107753,14.939581338913259
