val_SEP_Starch,val_Bias_Starch,val_SEPC_Starch,val_R2_Starch,val_Slope_Starch,val_N_Starch,val_Min_True_Starch,val_Max_True_Starch,val_Avg_True_Starch,val_Std_True_Starch,val_Min_Pred_Starch,val_Max_Pred_Starch,val_Avg_Pred_Starch,val_Std_Pred_Starch,train_SEP_Starch,train_Bias_Starch,train_SEPC_Starch,train_R2_Starch,train_Slope_Starch,train_N_Starch,train_Min_True_Starch,train_Max_True_Starch,train_Avg_True_Starch,train_Std_True_Starch,train_Min_Pred_Starch,train_Max_Pred_Starch,train_Avg_Pred_Starch,train_Std_Pred_Starch
2.41381738011066,0.3846429196299755,2.264771277262363,0.9456723708513376,0.9686164176833524,136,51.63055872291904,75.0400009,65.59719157615025,6.641088360489719,52.52162437266075,73.38872206882552,65.21254865652027,6.601809350647575,2.78323058515075,-0.17461431371601369,2.7526853902089528,0.9352561646227462,0.9192405546234999,555,47.08,75.6999969,64.91872236241166,6.550640612053129,49.2290749267672,74.01139268122934,65.09333667612766,6.223158223824602
