val_SEP_Protein,val_Bias_Protein,val_SEPC_Protein,val_R2_Protein,val_Slope_Protein,val_N_Protein,val_Min_True_Protein,val_Max_True_Protein,val_Avg_True_Protein,val_Std_True_Protein,val_Min_Pred_Protein,val_Max_Pred_Protein,val_Avg_Pred_Protein,val_Std_Pred_Protein,train_SEP_Protein,train_Bias_Protein,train_SEPC_Protein,train_R2_Protein,train_Slope_Protein,train_N_Protein,train_Min_True_Protein,train_Max_True_Protein,train_Avg_True_Protein,train_Std_True_Protein,train_Min_Pred_Protein,train_Max_Pred_Protein,train_Avg_Pred_Protein,train_Std_Pred_Protein
23.947968399760025,0.9483553896648772,23.043172515225255,0.6648296196808909,0.5479349508396939,167,8.0699997,47.4,14.576064363091778,8.427472238579309,8.56121197104206,41.80301949521005,13.627708973426897,5.451063129859001,34.198975144570156,1.1683074123267103,32.832107769555705,0.5415917714118298,0.518069557452096,710,7.220915031840002,55.82,14.815310617240755,8.631261739814748,6.08784496693362,53.9499963409949,13.647003204914045,5.956356410829662
