val_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM,train_SEP_DM,train_Bias_DM,train_SEPC_DM,train_R2_DM,train_Slope_DM,train_N_DM,train_Min_True_DM,train_Max_True_DM,train_Avg_True_DM,train_Std_True_DM,train_Min_Pred_DM,train_Max_Pred_DM,train_Avg_Pred_DM,train_Std_Pred_DM
0.17096178309523372,-0.0026016639863160307,0.17095497553941708,0.9725038998095484,0.9525518726001265,175,79.2945,93.3,87.97907130228572,2.4863918202576327,78.59431497637036,93.05701689993408,87.98167296627203,2.401137237777239,0.24311544310454888,-0.013188343498336112,0.2429412862714101,0.9821987880604737,0.980975100096081,776,64.1945,94.0,87.3696130613402,3.693188534293096,64.59476836168855,93.88200533597721,87.38280140483855,3.6555825988501045
