val_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF,train_SEP_NDF,train_Bias_NDF,train_SEPC_NDF,train_R2_NDF,train_Slope_NDF,train_N_NDF,train_Min_True_NDF,train_Max_True_NDF,train_Avg_True_NDF,train_Std_True_NDF,train_Min_Pred_NDF,train_Max_Pred_NDF,train_Avg_Pred_NDF,train_Std_Pred_NDF
2.3752278105018663,-0.16403822354850567,2.347855331393039,0.8690618064022785,0.8453027729627864,59,5.885231011581906,21.6,13.64748418963839,4.222867483385436,8.759331066911383,19.205426603457976,13.811522413186893,3.8240502594985974,1.1497241608982178,0.07543319621784271,1.1440153375210318,0.9157552928396505,0.9052317619766246,306,6.948965354203949,24.1,12.270295135391565,3.688202202959863,7.282222402794414,24.11040466022778,12.194861939173721,3.4878186180221804
