val_SEP_Starch,val_Bias_Starch,val_SEPC_Starch,val_R2_Starch,val_Slope_Starch,val_N_Starch,val_Min_True_Starch,val_Max_True_Starch,val_Avg_True_Starch,val_Std_True_Starch,val_Min_Pred_Starch,val_Max_Pred_Starch,val_Avg_Pred_Starch,val_Std_Pred_Starch,train_SEP_Starch,train_Bias_Starch,train_SEPC_Starch,train_R2_Starch,train_Slope_Starch,train_N_Starch,train_Min_True_Starch,train_Max_True_Starch,train_Avg_True_Starch,train_Std_True_Starch,train_Min_Pred_Starch,train_Max_Pred_Starch,train_Avg_Pred_Starch,train_Std_Pred_Starch
1.085203656311984,0.20890840369309432,1.0412376557625829,0.9755753926222094,0.9884094831698639,136,51.63055872291904,75.0400009,65.59719157615025,6.641088360489719,52.845452949806706,73.7066029737332,65.38828317245715,6.641931837488984,1.3559531820098576,-0.10337648889266247,1.3452471934846681,0.9684576584981173,0.9544224714456252,555,47.08,75.6999969,64.91872236241166,6.550640612053129,48.81992966565836,74.66990713588206,65.0220988513043,6.351548701148414
