val_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF,train_SEP_ADF,train_Bias_ADF,train_SEPC_ADF,train_R2_ADF,train_Slope_ADF,train_N_ADF,train_Min_True_ADF,train_Max_True_ADF,train_Avg_True_ADF,train_Std_True_ADF,train_Min_Pred_ADF,train_Max_Pred_ADF,train_Avg_Pred_ADF,train_Std_Pred_ADF
0.5969649102149991,-0.08483758954472688,0.5896110280369841,0.7981552687787725,0.7373906470027569,47,2.3946786854047,8.8699999,5.303124819847146,1.7013578925329715,3.276582707513441,7.460839480834267,5.387962409391875,1.3969169318073682,1.2122832183653394,0.08265231375951361,1.2054134347159329,0.7958383749817812,0.7393447955597454,179,1.295215916,12.7799997,5.449479060619268,2.4299563672373794,2.685698119122634,12.560911357687251,5.366826746859754,2.006288100032643
