val_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM,train_SEP_DM,train_Bias_DM,train_SEPC_DM,train_R2_DM,train_Slope_DM,train_N_DM,train_Min_True_DM,train_Max_True_DM,train_Avg_True_DM,train_Std_True_DM,train_Min_Pred_DM,train_Max_Pred_DM,train_Avg_Pred_DM,train_Std_Pred_DM
1.9703552627535257,0.14765640328150587,1.9484275480968858,0.6831041140622913,0.7852791112706194,175,79.2945,93.3,87.97907130228572,2.4863918202576327,76.92152305917901,92.70003695043133,87.83141489900422,2.337641317755361,3.319626429725414,-0.3575774843194777,3.1915997896495645,0.7569328674436246,0.7010732019270883,776,64.1945,94.0,87.3696130613402,3.693188534293096,68.14093474046723,93.70026995355565,87.7271905456597,2.9449311880667848
