val_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash,train_SEP_Ash,train_Bias_Ash,train_SEPC_Ash,train_R2_Ash,train_Slope_Ash,train_N_Ash,train_Min_True_Ash,train_Max_True_Ash,train_Avg_True_Ash,train_Std_True_Ash,train_Min_Pred_Ash,train_Max_Pred_Ash,train_Avg_Pred_Ash,train_Std_Pred_Ash
0.011614602096094818,0.009415624784742999,0.011525357079407168,0.9891649962366937,0.9988426698289873,151,1.41,5.87,2.650385781711534,1.0319170556725288,1.3772314806881525,5.860185658822126,2.6409701569267914,1.0362611000275377,0.014837019380326224,-0.002801898903065883,0.014829154390692358,0.9908969395102718,0.9893688269910123,548,1.0206505642232893,7.99,2.601586424428419,1.2755074559092068,0.9909965304236312,7.889830328308966,2.6043883233314844,1.2677260127907006
