val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash
0.00983671934517248,13.318228035091312,0.024248824364210973,0.009231419583212998,0.729078823651161,0.6161767108433971,35,2.703008369147252,3.6063363667003703,2.9728364735733694,0.18780584318237106,2.6866639,3.3728359,2.9485874,0.13100767
