val_SEP_ADF,val_std_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF
0.03921996017268897,10.257848962307794,0.006698977428933787,0.03917304404234137,0.8439589570106886,0.7586880301786103,23,5.9,7.6,6.495652173913044,0.4903222195832177,6.043071,7.312376,6.488953,0.40231243
