val_SEP_NDF_SS,val_Bias_NDF_SS,val_SEPC_NDF_SS,val_R2_NDF_SS,val_Slope_NDF_SS,val_N_NDF_SS,val_Min_True_NDF_SS,val_Max_True_NDF_SS,val_Avg_True_NDF_SS,val_Std_True_NDF_SS,val_Min_Pred_NDF_SS,val_Max_Pred_NDF_SS,val_Avg_Pred_NDF_SS,val_Std_Pred_NDF_SS,train_SEP_NDF_SS,train_Bias_NDF_SS,train_SEPC_NDF_SS,train_R2_NDF_SS,train_Slope_NDF_SS,train_N_NDF_SS,train_Min_True_NDF_SS,train_Max_True_NDF_SS,train_Avg_True_NDF_SS,train_Std_True_NDF_SS,train_Min_Pred_NDF_SS,train_Max_Pred_NDF_SS,train_Avg_Pred_NDF_SS,train_Std_Pred_NDF_SS
0.00010550500456462171,-0.006217923958478621,6.480755366628233e-05,0.0,,20,0,0,0.0,0.0,-0.010339249255020722,0.010369437838931628,0.006217923958478621,0.007846475385991356,0.03655109846028294,0.0933439158126601,0.026593285181150398,0.9717804598189765,0.945969686491217,8,12.3900003,15.4099998,14.231249912500001,1.0645823868864357,12.379978584400362,15.240032846143905,14.13790599668734,1.016924688030938
