val_SEP_SS,val_Bias_SS,val_SEPC_SS,val_R2_SS,val_Slope_SS,val_N_SS,val_Min_True_SS,val_Max_True_SS,val_Avg_True_SS,val_Std_True_SS,val_Min_Pred_SS,val_Max_Pred_SS,val_Avg_Pred_SS,val_Std_Pred_SS,train_SEP_SS,train_Bias_SS,train_SEPC_SS,train_R2_SS,train_Slope_SS,train_N_SS,train_Min_True_SS,train_Max_True_SS,train_Avg_True_SS,train_Std_True_SS,train_Min_Pred_SS,train_Max_Pred_SS,train_Avg_Pred_SS,train_Std_Pred_SS
0.23027165896232646,-0.16468512481096625,0.2017230375581123,0.7897111848073247,0.6716636862398035,20,89.4,93.3,91.28499991999999,1.019938441083865,90.0232177432587,92.87549224601837,91.44968504481096,0.7408046774911271,0.16412383660671984,0.07700100650034411,0.15813160548761052,0.8239373947606172,0.9136366758178709,95,89.8000031,94.0,92.38105258736842,0.9604049560146157,89.38970033053886,93.7932135133239,92.30405158086809,0.9589189416717582
