performance_SEP_SS,performance_Bias_SS,performance_SEPC_SS,performance_R2_SS,performance_Slope_SS,performance_N_SS,performance_Min_True_SS,performance_Max_True_SS,performance_Avg_True_SS,performance_Std_True_SS,performance_Min_Pred_SS,performance_Max_Pred_SS,performance_Avg_Pred_SS,performance_Std_Pred_SS,train_SEP_SS,train_Bias_SS,train_SEPC_SS,train_R2_SS,train_Slope_SS,train_N_SS,train_Min_True_SS,train_Max_True_SS,train_Avg_True_SS,train_Std_True_SS,train_Min_Pred_SS,train_Max_Pred_SS,train_Avg_Pred_SS,train_Std_Pred_SS
1.9237862818315163,-0.942832492719728,0.988067219380889,-0.7568412010114458,0.089220659360939,20,89.4,93.3,91.28499991999999,1.019938441083865,91.556175,92.75315,92.22783,0.2898575,0.41347358,-0.010483431,0.4133626,0.5564495325088501,0.36962005319392366,95,89.8,94.0,92.38104,0.9604051,91.27485,92.90853,92.39154,0.41047806
