val_SEP_EE_SS,val_Bias_EE_SS,val_SEPC_EE_SS,val_R2_EE_SS,val_Slope_EE_SS,val_N_EE_SS,val_Min_True_EE_SS,val_Max_True_EE_SS,val_Avg_True_EE_SS,val_Std_True_EE_SS,val_Min_Pred_EE_SS,val_Max_Pred_EE_SS,val_Avg_Pred_EE_SS,val_Std_Pred_EE_SS,train_SEP_EE_SS,train_Bias_EE_SS,train_SEPC_EE_SS,train_R2_EE_SS,train_Slope_EE_SS,train_N_EE_SS,train_Min_True_EE_SS,train_Max_True_EE_SS,train_Avg_True_EE_SS,train_Std_True_EE_SS,train_Min_Pred_EE_SS,train_Max_Pred_EE_SS,train_Avg_Pred_EE_SS,train_Std_Pred_EE_SS
0.004227423143876636,0.006263626946656631,0.004187036208922493,0.7598334910228339,0.6673594753769052,35,1.8204018951658008,2.3111612175873733,2.0750636650683196,0.13076366190503017,1.8639271133653312,2.245826485018605,2.0688000381216622,0.09894852813931172,0.004190068233776529,0.007644212292961953,0.0041309849857346604,0.7612461595389114,0.7818268529146745,91,1.674473068,2.655930778,2.0683483854725275,0.13174554038505945,1.6843382486881364,2.6461749789023252,2.0607041731795652,0.11776613884050854
