val_SEP_FG_SS,val_Bias_FG_SS,val_SEPC_FG_SS,val_R2_FG_SS,val_Slope_FG_SS,val_N_FG_SS,val_Min_True_FG_SS,val_Max_True_FG_SS,val_Avg_True_FG_SS,val_Std_True_FG_SS,val_Min_Pred_FG_SS,val_Max_Pred_FG_SS,val_Avg_Pred_FG_SS,val_Std_Pred_FG_SS,train_SEP_FG_SS,train_Bias_FG_SS,train_SEPC_FG_SS,train_R2_FG_SS,train_Slope_FG_SS,train_N_FG_SS,train_Min_True_FG_SS,train_Max_True_FG_SS,train_Avg_True_FG_SS,train_Std_True_FG_SS,train_Min_Pred_FG_SS,train_Max_Pred_FG_SS,train_Avg_Pred_FG_SS,train_Std_Pred_FG_SS
0.06342276778132208,-0.03877679976062647,0.06187490286989122,0.6023135591406256,0.5905378416610735,35,4.5,6.1,5.320285708571428,0.39360231107668003,4.918833086128082,6.000229299612104,5.359062508332054,0.29691715447808004,0.11406011752639936,0.04225490866659283,0.1122624941158519,0.6698198797469006,0.6116519644214911,148,4.5,7.17,5.736216215540541,0.58575938607979,4.884494112655067,6.650731222351766,5.693961306873947,0.43373111604754244
