val_SEP_PG_SS,val_Bias_PG_SS,val_SEPC_PG_SS,val_R2_PG_SS,val_Slope_PG_SS,val_N_PG_SS,val_Min_True_PG_SS,val_Max_True_PG_SS,val_Avg_True_PG_SS,val_Std_True_PG_SS,val_Min_Pred_PG_SS,val_Max_Pred_PG_SS,val_Avg_Pred_PG_SS,val_Std_Pred_PG_SS,train_SEP_PG_SS,train_Bias_PG_SS,train_SEPC_PG_SS,train_R2_PG_SS,train_Slope_PG_SS,train_N_PG_SS,train_Min_True_PG_SS,train_Max_True_PG_SS,train_Avg_True_PG_SS,train_Std_True_PG_SS,train_Min_Pred_PG_SS,train_Max_Pred_PG_SS,train_Avg_Pred_PG_SS,train_Std_Pred_PG_SS
0.7009673693486539,0.12022526367936912,0.6860881343210925,0.4765305769813103,0.405472597512702,35,9.1,14.71,10.497142845714286,1.1405351593181363,9.386663842320006,12.264994124397024,10.376917582034919,0.6485054045910612,0.8962197709924863,0.09564126100480745,0.8869782186311896,0.6537016080516167,0.6422219805712078,98,8.3,15.92,10.941836730612247,1.6004969543520102,8.510221279338024,15.850052633431389,10.846195469607437,1.26750004709264
