val_SEP_CEN_SS,val_Bias_CEN_SS,val_SEPC_CEN_SS,val_R2_CEN_SS,val_Slope_CEN_SS,val_N_CEN_SS,val_Min_True_CEN_SS,val_Max_True_CEN_SS,val_Avg_True_CEN_SS,val_Std_True_CEN_SS,val_Min_Pred_CEN_SS,val_Max_Pred_CEN_SS,val_Avg_Pred_CEN_SS,val_Std_Pred_CEN_SS,train_SEP_CEN_SS,train_Bias_CEN_SS,train_SEPC_CEN_SS,train_R2_CEN_SS,train_Slope_CEN_SS,train_N_CEN_SS,train_Min_True_CEN_SS,train_Max_True_CEN_SS,train_Avg_True_CEN_SS,train_Std_True_CEN_SS,train_Min_Pred_CEN_SS,train_Max_Pred_CEN_SS,train_Avg_Pred_CEN_SS,train_Std_Pred_CEN_SS
0.031554721103735875,0.03789027407446918,0.03007682256166694,0.1309254782206286,0.1349962233578366,35,2.703008369147252,3.6063363667003703,2.9728364735733694,0.18780584318237106,2.8202110197364174,3.0738094303536627,2.934946199498901,0.05890129885346095,0.03814766129303348,-0.000254324050925292,0.03814759593146089,0.46999817084450823,0.4268886793785023,96,2.510752063,4.318259096,2.97674244321875,0.26688333800855557,2.8313274202567023,4.224974533472331,2.9769967672696755,0.1653338035137937
