val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash
0.03414855760297135,5.16599654811103,-0.044346549462454705,0.03203066296534341,0.4855485882039826,0.5111799190428291,14,4.9400001,5.87,5.363571392857144,0.2482685219882309,5.125131,5.772778,5.4079175,0.17641133
