val_SEP_NDF,val_std_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF
0.22101514123745095,3.034253793375033,0.22229357229003868,0.146893492815251,0.8476423098095983,0.6818844594485002,3,10.2399998,12.54,11.183333433333333,0.9834067708171299,10.309612,11.883679,10.96104,0.67061603
