val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat
0.5261250871022262,2.9859166312520085,0.3098439275582451,0.422736961546375,0.7338075313873661,1.0654074192645726,14,20.36,25.06,22.89928563571429,1.3547347836799621,19.19526,24.645805,22.589441,1.5709656
