val_SEP_Crude Fib.,val_std_SEP_Crude Fib.,val_Bias_Crude Fib.,val_SEPC_Crude Fib.,val_R2_Crude Fib.,val_Slope_Crude Fib.,val_N_Crude Fib.,val_Min_True_Crude Fib.,val_Max_True_Crude Fib.,val_Avg_True_Crude Fib.,val_Std_True_Crude Fib.,val_Min_Pred_Crude Fib.,val_Max_Pred_Crude Fib.,val_Avg_Pred_Crude Fib.,val_Std_Pred_Crude Fib.
0.11453445354491862,6.323439498863656,0.12943735903145923,0.09649165210010752,0.8728690296408099,0.7599563113858794,14,4.01,7.8299999,6.046428592857143,0.9146397071569653,4.2234187,6.8483276,5.916991,0.7242517
