val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM
0.044196403292974556,58.56720314975893,-0.05020267099035055,0.041518575857498845,0.9944108159511476,0.9475102174357618,17,79.6699982,90.7600021,87.68705803529411,2.7280654731059406,80.16595,90.61732,87.73726,2.5884597
