val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM
0.05729384674593398,28.63456449184383,0.05671014621834572,0.05402138429544,0.9815211816433256,0.932946708698502,58,82.1999969,91.6999969,88.5972414362069,1.7455822770004559,82.69656,91.08853,88.540535,1.6405843
