val_SEP_NDF,val_std_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF
0.004808137621075802,93.88325656075686,0.019914589606950115,0.004388217866614719,0.9789403757400436,0.9628849967978668,18,11.101418368750238,13.10219088341596,11.966796890513661,0.4643563019029283,11.116176,13.0771265,11.946882,0.45140362
