val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat,train_SEP_Crude Fat,train_std_SEP_Crude Fat,train_Bias_Crude Fat,train_SEPC_Crude Fat,train_R2_Crude Fat,train_Slope_Crude Fat,train_N_Crude Fat,train_Min_True_Crude Fat,train_Max_True_Crude Fat,train_Avg_True_Crude Fat,train_Std_True_Crude Fat,train_Min_Pred_Crude Fat,train_Max_Pred_Crude Fat,train_Avg_Pred_Crude Fat,train_Std_Pred_Crude Fat
0.013176444714847331,3.1514090816136293,-0.004858655432811806,0.013152143872449753,0.2514256036849998,0.17682297799858707,35,1.8204018951658008,2.3111612175873733,2.0750636650683196,0.13076366190503017,1.9809654256540674,2.1081334420175786,2.0799223205011304,0.04152436753774979,0.013588667033480993,3.9291821274255083,-0.00063489043710964,0.013588259468882003,0.22570558282617048,0.1949857742797529,91,1.674473068,2.655930778,2.0683483854725275,0.13174554038505945,1.9641475614894324,2.180046082287059,2.068983275909637,0.05339234764348972
