val_SEP_ADF,val_std_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF,train_SEP_ADF,train_std_SEP_ADF,train_Bias_ADF,train_SEPC_ADF,train_R2_ADF,train_Slope_ADF,train_N_ADF,train_Min_True_ADF,train_Max_True_ADF,train_Avg_True_ADF,train_Std_True_ADF,train_Min_Pred_ADF,train_Max_Pred_ADF,train_Avg_Pred_ADF,train_Std_Pred_ADF
0.10589159325122183,3.6040908460857572,0.03447125014132886,0.10464931402462908,0.5786983316156765,0.5947357890497588,23,5.9,7.6,6.495652173913044,0.4903222195832177,6.009620851454366,7.331014927547375,6.461180923771716,0.38164292191416493,0.05014976898689089,11.479493124561241,-0.022140681925488934,0.049652350223175136,0.8913663234473864,0.8104630732376747,69,5.5,8.5,6.879710144927536,0.6745002895638504,5.909918193398252,8.126062732621515,6.901850826853025,0.5756939282833485
