val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash,train_SEP_Ash,train_std_SEP_Ash,train_Bias_Ash,train_SEPC_Ash,train_R2_Ash,train_Slope_Ash,train_N_Ash,train_Min_True_Ash,train_Max_True_Ash,train_Avg_True_Ash,train_Std_True_Ash,train_Min_Pred_Ash,train_Max_Pred_Ash,train_Avg_Pred_Ash,train_Std_Pred_Ash
0.023361870899843696,4.06206639956546,0.029579445895495507,0.022461193644491957,0.35657150277429317,0.3183507319144485,35,2.703008369147252,3.6063363667003703,2.9728364735733694,0.18780584318237106,2.809369575084555,3.1257254917985664,2.9432570276778747,0.09489747081324117,0.0407733060132739,3.9051435639640144,0.009966685465018143,0.04067292556443994,0.4335189619684975,0.3954293132027994,96,2.510752063,4.318259096,2.97674244321875,0.26688333800855557,2.806805066355971,4.218740855710481,2.966775757753732,0.1592256135592718
