val_SEP_Starch,val_std_SEP_Starch,val_Bias_Starch,val_SEPC_Starch,val_R2_Starch,val_Slope_Starch,val_N_Starch,val_Min_True_Starch,val_Max_True_Starch,val_Avg_True_Starch,val_Std_True_Starch,val_Min_Pred_Starch,val_Max_Pred_Starch,val_Avg_Pred_Starch,val_Std_Pred_Starch,train_SEP_Starch,train_std_SEP_Starch,train_Bias_Starch,train_SEPC_Starch,train_R2_Starch,train_Slope_Starch,train_N_Starch,train_Min_True_Starch,train_Max_True_Starch,train_Avg_True_Starch,train_Std_True_Starch,train_Min_Pred_Starch,train_Max_Pred_Starch,train_Avg_Pred_Starch,train_Std_Pred_Starch
0.2263887329751946,6.00458166675157,0.04724518351930979,0.2241160418391346,0.9036866344026742,0.8525499196849826,56,61.997781942249425,68.20461230455349,65.59484919941461,1.5193976699870209,62.577095,67.870605,65.54761,1.3593696,0.2655000990461665,5.519674059552916,-0.004367185844842788,0.2654809507486555,0.9109719699501195,0.8169948876106321,252,60.12436649,69.09539292,65.15089185571428,1.7234772386438915,60.938057,68.33174,65.15526,1.465474
