4456 	 0.25636	 0.25695	 0.26256	 0.27628	 0.30165	 0.33414	 0.36319	 0.38487	 0.40235	 0.41504	 0.41967	 0.41312	 0.40007	 0.38659	 0.37690	 0.37027	 0.36613	 0.36285	 0.35916	 0.35622	 0.35689	 0.36328	 0.37627	 0.39545	 0.41852	 0.44231	 0.46498	 0.48759	 0.51876	 0.56466	 0.61799	 0.66787	 0.70534	 0.72634	 0.73652	 0.74154	 0.74297	 0.73950	 0.73297	 0.72484	 0.71644	 0.70750	 0.69987	 0.69478	 0.68980	 0.68499	 0.68122	 0.67750	 0.67143	 0.66271	 0.65257	 0.64319	 0.63319	 0.62393	 0.61653	 0.61023	 0.60738	 0.60735	 0.61065	 0.61374	 0.61053	 0.59255	 0.56343	 0.52967	 0.49523	 0.46436	 0.43716	 0.41250	 0.39253	 0.37635	 0.36345
8249 	 0.22266	 0.22305	 0.22800	 0.24061	 0.26320	 0.29176	 0.31794	 0.33743	 0.35326	 0.36556	 0.37021	 0.36472	 0.35334	 0.34115	 0.33189	 0.32542	 0.32154	 0.31845	 0.31472	 0.31161	 0.31126	 0.31615	 0.32687	 0.34309	 0.36304	 0.38414	 0.40469	 0.42467	 0.45134	 0.49011	 0.53643	 0.58253	 0.62032	 0.64384	 0.65618	 0.66227	 0.66417	 0.66151	 0.65561	 0.64834	 0.64071	 0.63230	 0.62512	 0.62075	 0.61667	 0.61266	 0.60950	 0.60642	 0.60108	 0.59280	 0.58280	 0.57363	 0.56410	 0.55498	 0.54767	 0.54138	 0.53904	 0.53970	 0.54343	 0.54714	 0.54443	 0.52823	 0.50213	 0.47145	 0.43977	 0.41152	 0.38679	 0.36463	 0.34590	 0.33195	 0.31953
8539 	 0.24500	 0.24570	 0.25031	 0.26089	 0.27985	 0.30293	 0.32178	 0.33423	 0.34362	 0.35001	 0.35124	 0.34588	 0.33730	 0.32880	 0.32255	 0.31759	 0.31433	 0.31213	 0.31006	 0.30905	 0.31092	 0.31726	 0.32848	 0.34384	 0.36109	 0.37826	 0.39513	 0.41451	 0.44583	 0.49429	 0.54898	 0.59717	 0.63092	 0.64882	 0.65722	 0.66079	 0.66073	 0.65532	 0.64590	 0.63474	 0.62339	 0.61178	 0.60168	 0.59426	 0.58704	 0.58021	 0.57458	 0.56925	 0.56218	 0.55308	 0.54280	 0.53381	 0.52450	 0.51588	 0.50925	 0.50370	 0.50148	 0.50201	 0.50585	 0.51022	 0.51208	 0.50524	 0.49059	 0.47098	 0.44923	 0.42833	 0.40923	 0.39068	 0.37539	 0.36257	 0.35182
8540 	 0.27790	 0.27775	 0.28179	 0.29139	 0.30952	 0.33171	 0.34924	 0.36086	 0.36921	 0.37404	 0.37417	 0.36831	 0.35886	 0.34944	 0.34267	 0.33746	 0.33371	 0.33101	 0.32850	 0.32695	 0.32893	 0.33554	 0.34699	 0.36244	 0.38004	 0.39718	 0.41382	 0.43353	 0.46677	 0.51819	 0.57516	 0.62410	 0.65718	 0.67412	 0.68169	 0.68467	 0.68436	 0.67792	 0.66701	 0.65441	 0.64157	 0.62902	 0.61863	 0.61062	 0.60241	 0.59454	 0.58832	 0.58276	 0.57527	 0.56594	 0.55588	 0.54725	 0.53803	 0.52967	 0.52344	 0.51825	 0.51629	 0.51677	 0.52072	 0.52636	 0.53154	 0.52994	 0.52071	 0.50584	 0.48756	 0.46992	 0.45303	 0.43690	 0.42324	 0.41122	 0.40189
8541 	 0.25394	 0.25519	 0.26134	 0.27502	 0.29977	 0.33074	 0.35718	 0.37629	 0.39110	 0.40157	 0.40519	 0.39935	 0.38786	 0.37602	 0.36765	 0.36194	 0.35822	 0.35554	 0.35264	 0.35061	 0.35226	 0.35923	 0.37215	 0.39037	 0.41169	 0.43310	 0.45351	 0.47479	 0.50623	 0.55353	 0.60770	 0.65742	 0.69418	 0.71478	 0.72478	 0.72947	 0.73053	 0.72634	 0.71836	 0.70880	 0.69891	 0.68888	 0.68047	 0.67438	 0.66825	 0.66234	 0.65778	 0.65344	 0.64686	 0.63769	 0.62733	 0.61796	 0.60806	 0.59890	 0.59171	 0.58561	 0.58294	 0.58273	 0.58545	 0.58799	 0.58508	 0.56883	 0.54211	 0.51076	 0.47836	 0.44971	 0.42364	 0.40001	 0.38175	 0.36544	 0.35358
8542 	 0.27525	 0.27686	 0.28325	 0.29735	 0.32265	 0.35368	 0.37922	 0.39691	 0.41044	 0.41986	 0.42292	 0.41703	 0.40583	 0.39445	 0.38641	 0.38088	 0.37731	 0.37478	 0.37235	 0.37108	 0.37366	 0.38151	 0.39518	 0.41383	 0.43487	 0.45556	 0.47535	 0.49696	 0.53015	 0.57977	 0.63441	 0.68151	 0.71397	 0.73080	 0.73839	 0.74179	 0.74216	 0.73719	 0.72859	 0.71848	 0.70819	 0.69783	 0.68906	 0.68260	 0.67604	 0.66972	 0.66479	 0.66026	 0.65378	 0.64508	 0.63555	 0.62711	 0.61796	 0.60969	 0.60326	 0.59780	 0.59532	 0.59492	 0.59747	 0.60032	 0.59886	 0.58547	 0.56157	 0.53233	 0.50176	 0.47402	 0.44911	 0.42620	 0.40745	 0.39186	 0.37949
8543 	 0.25795	 0.25900	 0.26488	 0.27789	 0.30190	 0.33206	 0.35757	 0.37570	 0.38961	 0.39920	 0.40221	 0.39627	 0.38506	 0.37364	 0.36565	 0.36010	 0.35645	 0.35385	 0.35106	 0.34912	 0.35116	 0.35844	 0.37167	 0.38989	 0.41073	 0.43120	 0.45065	 0.47137	 0.50286	 0.54939	 0.60065	 0.64504	 0.67570	 0.69186	 0.69952	 0.70305	 0.70380	 0.69966	 0.69221	 0.68328	 0.67401	 0.66478	 0.65728	 0.65190	 0.64616	 0.64052	 0.63621	 0.63231	 0.62629	 0.61810	 0.60895	 0.60088	 0.59210	 0.58386	 0.57757	 0.57208	 0.56926	 0.56863	 0.57090	 0.57395	 0.57273	 0.56010	 0.53790	 0.51065	 0.48200	 0.45535	 0.43166	 0.40952	 0.39118	 0.37712	 0.36456
8544 	 0.23688	 0.23770	 0.24252	 0.25384	 0.27377	 0.29823	 0.31865	 0.33248	 0.34286	 0.35035	 0.35205	 0.34674	 0.33781	 0.32876	 0.32197	 0.31677	 0.31338	 0.31107	 0.30890	 0.30771	 0.30938	 0.31571	 0.32693	 0.34231	 0.35973	 0.37736	 0.39469	 0.41373	 0.44331	 0.48853	 0.54004	 0.58625	 0.61934	 0.63703	 0.64536	 0.64899	 0.64920	 0.64448	 0.63608	 0.62620	 0.61609	 0.60553	 0.59632	 0.58987	 0.58362	 0.57759	 0.57259	 0.56791	 0.56162	 0.55298	 0.54325	 0.53479	 0.52569	 0.51720	 0.51068	 0.50525	 0.50315	 0.50370	 0.50704	 0.51077	 0.51154	 0.50309	 0.48654	 0.46504	 0.44136	 0.41902	 0.39887	 0.37998	 0.36457	 0.35046	 0.33988
8549 	 0.27684	 0.27901	 0.28646	 0.30323	 0.33238	 0.36690	 0.39446	 0.41262	 0.42635	 0.43627	 0.43929	 0.43298	 0.42243	 0.41195	 0.40418	 0.39863	 0.39535	 0.39327	 0.39146	 0.39136	 0.39523	 0.40494	 0.42084	 0.44174	 0.46427	 0.48575	 0.50665	 0.53020	 0.56674	 0.62003	 0.67615	 0.72145	 0.75075	 0.76513	 0.77156	 0.77448	 0.77419	 0.76887	 0.76015	 0.74979	 0.73926	 0.72828	 0.71874	 0.71191	 0.70521	 0.69868	 0.69315	 0.68806	 0.68176	 0.67365	 0.66481	 0.65708	 0.64850	 0.64057	 0.63411	 0.62825	 0.62534	 0.62456	 0.62609	 0.62680	 0.62235	 0.60581	 0.57953	 0.54809	 0.51538	 0.48557	 0.45861	 0.43479	 0.41480	 0.39794	 0.38447
8552 	 0.22452	 0.22540	 0.23106	 0.24469	 0.26958	 0.30136	 0.32989	 0.35107	 0.36805	 0.38056	 0.38529	 0.37936	 0.36712	 0.35426	 0.34494	 0.33843	 0.33431	 0.33112	 0.32762	 0.32478	 0.32537	 0.33158	 0.34415	 0.36280	 0.38522	 0.40844	 0.43061	 0.45242	 0.48260	 0.52760	 0.58027	 0.63071	 0.66976	 0.69242	 0.70367	 0.70906	 0.71084	 0.70761	 0.70082	 0.69246	 0.68376	 0.67451	 0.66673	 0.66146	 0.65631	 0.65147	 0.64765	 0.64387	 0.63778	 0.62896	 0.61862	 0.60895	 0.59881	 0.58927	 0.58159	 0.57528	 0.57243	 0.57214	 0.57472	 0.57635	 0.57120	 0.55174	 0.52194	 0.48788	 0.45343	 0.42314	 0.39578	 0.37178	 0.35269	 0.33689	 0.32397
