val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat,train_SEP_Crude Fat,train_std_SEP_Crude Fat,train_Bias_Crude Fat,train_SEPC_Crude Fat,train_R2_Crude Fat,train_Slope_Crude Fat,train_N_Crude Fat,train_Min_True_Crude Fat,train_Max_True_Crude Fat,train_Avg_True_Crude Fat,train_Std_True_Crude Fat,train_Min_Pred_Crude Fat,train_Max_Pred_Crude Fat,train_Avg_Pred_Crude Fat,train_Std_Pred_Crude Fat
0.2713046232744754,54.46136111708427,0.016990556665778915,0.2710142360988055,0.9987736188190487,0.9957418651811525,170,1.2670724405783829,52.27,9.07282525241738,14.829781427990271,1.2636073268305772,50.166260867500135,9.055834695751601,14.775619060885711,0.34955683692316764,44.389740732768125,-0.006829416279179757,0.3495101286935288,0.9985513265140412,0.9989072119879897,694,1.085695629,52.39,10.06024288795905,15.522459189120186,0.9657123088350694,51.038760190618035,10.067072304238229,15.51673736238592
