val_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF,train_SEP_NDF,train_Bias_NDF,train_SEPC_NDF,train_R2_NDF,train_Slope_NDF,train_N_NDF,train_Min_True_NDF,train_Max_True_NDF,train_Avg_True_NDF,train_Std_True_NDF,train_Min_Pred_NDF,train_Max_Pred_NDF,train_Avg_Pred_NDF,train_Std_Pred_NDF
2.814705917354351,-0.4122387316086534,2.641835132208483,0.8448348799649141,0.778954944733712,59,5.885231011581906,21.6,13.64748418963839,4.222867483385436,9.79863272569597,19.960250809860998,14.059722921247042,3.5420400362055173,0.9274061993689708,0.03754206194136985,0.9259921719495224,0.9320453841524096,0.9126091137744179,306,6.948965354203949,24.1,12.270295135391565,3.688202202959863,7.306024217791393,23.999736558928664,12.232753073450192,3.485437396707771
