val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM
0.07480693108718488,11.858208673483231,-0.06978180302246244,0.06968114157869462,0.9316847719019652,0.846402392731138,20,89.4,93.3,91.28499991999999,1.019938441083865,89.88027,93.16256,91.35478,0.8870762
