val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat
0.03897797769623298,7.530833573333096,0.003910740382891683,0.03896233621747374,0.4853337737351092,0.8245529921925007,45,3.1400001,4.8299999,3.770403668781872,0.27212403245786715,2.810268,4.6689386,3.766493,0.29353666
