val_SEP_ADF_SS,val_Bias_ADF_SS,val_SEPC_ADF_SS,val_R2_ADF_SS,val_Slope_ADF_SS,val_N_ADF_SS,val_Min_True_ADF_SS,val_Max_True_ADF_SS,val_Avg_True_ADF_SS,val_Std_True_ADF_SS,val_Min_Pred_ADF_SS,val_Max_Pred_ADF_SS,val_Avg_Pred_ADF_SS,val_Std_Pred_ADF_SS,train_SEP_ADF_SS,train_Bias_ADF_SS,train_SEPC_ADF_SS,train_R2_ADF_SS,train_Slope_ADF_SS,train_N_ADF_SS,train_Min_True_ADF_SS,train_Max_True_ADF_SS,train_Avg_True_ADF_SS,train_Std_True_ADF_SS,train_Min_Pred_ADF_SS,train_Max_Pred_ADF_SS,train_Avg_Pred_ADF_SS,train_Std_Pred_ADF_SS
0.10155839973809612,-0.09581956100803905,0.09180317469933698,0.9907389827910547,0.9819240628307006,17,0.0,8.8699999,1.485882311764706,3.21265514378355,-0.5301030457142191,8.970018695282025,1.581701872772745,3.167716374916015,3.859399814540662,0.5587466092493789,3.523186827858547,-6.7318843564537865,1.315748697437929,14,7.36,10.24,8.569999999999999,0.6808083430746129,1.6395170556019827,10.38939681396675,8.011253390750621,2.0069204439622443
