val_SEP_PG_SS,val_Bias_PG_SS,val_SEPC_PG_SS,val_R2_PG_SS,val_Slope_PG_SS,val_N_PG_SS,val_Min_True_PG_SS,val_Max_True_PG_SS,val_Avg_True_PG_SS,val_Std_True_PG_SS,val_Min_Pred_PG_SS,val_Max_Pred_PG_SS,val_Avg_Pred_PG_SS,val_Std_Pred_PG_SS,train_SEP_PG_SS,train_Bias_PG_SS,train_SEPC_PG_SS,train_R2_PG_SS,train_Slope_PG_SS,train_N_PG_SS,train_Min_True_PG_SS,train_Max_True_PG_SS,train_Avg_True_PG_SS,train_Std_True_PG_SS,train_Min_Pred_PG_SS,train_Max_Pred_PG_SS,train_Avg_Pred_PG_SS,train_Std_Pred_PG_SS
288.9983942428715,-6.350416121701835,246.1501227666778,-0.12902544700347995,0.020192949479483514,17,0.0,47.4,33.0911766,15.521417476725174,38.37920002797951,40.8001078024369,39.44159272170184,0.6970279258627226,8.863144084183519,0.4581908682435905,8.649585576722016,0.22639956789543525,0.16901695890797844,59,34.12,55.82,40.43813559322034,3.35601230002002,37.887559923245675,43.73607682314454,39.97994472497674,1.023415143644325
