performance_SEP_NDF_SS,performance_Bias_NDF_SS,performance_SEPC_NDF_SS,performance_R2_NDF_SS,performance_Slope_NDF_SS,performance_N_NDF_SS,performance_Min_True_NDF_SS,performance_Max_True_NDF_SS,performance_Avg_True_NDF_SS,performance_Std_True_NDF_SS,performance_Min_Pred_NDF_SS,performance_Max_Pred_NDF_SS,performance_Avg_Pred_NDF_SS,performance_Std_Pred_NDF_SS,train_SEP_NDF_SS,train_Bias_NDF_SS,train_SEPC_NDF_SS,train_R2_NDF_SS,train_Slope_NDF_SS,train_N_NDF_SS,train_Min_True_NDF_SS,train_Max_True_NDF_SS,train_Avg_True_NDF_SS,train_Std_True_NDF_SS,train_Min_Pred_NDF_SS,train_Max_Pred_NDF_SS,train_Avg_Pred_NDF_SS,train_Std_Pred_NDF_SS
90.92696538358942,-8.212937965697524,19.25884347841889,-3.664562962884819,0.006387867241019719,17,0.0,12.54,1.9735294294117647,4.283279349264291,10.107534,10.472351,10.186467,0.11780554,0.45505103,0.015561984,0.4547887,0.4177190065383911,0.2484711327192687,13,9.17,12.25,10.288462,0.84934217,9.995999,10.753716,10.272899,0.23855399
