performance_SEP_PG_SS,performance_Bias_PG_SS,performance_SEPC_PG_SS,performance_R2_PG_SS,performance_Slope_PG_SS,performance_N_PG_SS,performance_Min_True_PG_SS,performance_Max_True_PG_SS,performance_Avg_True_PG_SS,performance_Std_True_PG_SS,performance_Min_Pred_PG_SS,performance_Max_Pred_PG_SS,performance_Avg_Pred_PG_SS,performance_Std_Pred_PG_SS,train_SEP_PG_SS,train_Bias_PG_SS,train_SEPC_PG_SS,train_R2_PG_SS,train_Slope_PG_SS,train_N_PG_SS,train_Min_True_PG_SS,train_Max_True_PG_SS,train_Avg_True_PG_SS,train_Std_True_PG_SS,train_Min_Pred_PG_SS,train_Max_Pred_PG_SS,train_Avg_Pred_PG_SS,train_Std_Pred_PG_SS
333.7873958964419,-7.509842866624541,273.8647972724635,-0.3040019299878982,-0.03403063637841449,17,0.0,47.4,33.0911766,15.521417476725174,39.55597,41.89962,40.601017,0.6661545,6.937946,0.0716148,6.9327283,0.39443641901016235,0.2313209385799399,59,34.12,55.82,40.438137,3.3560123,39.012684,44.44615,40.366512,0.8735319
