val_SEP_FG_SS,val_Bias_FG_SS,val_SEPC_FG_SS,val_R2_FG_SS,val_Slope_FG_SS,val_N_FG_SS,val_Min_True_FG_SS,val_Max_True_FG_SS,val_Avg_True_FG_SS,val_Std_True_FG_SS,val_Min_Pred_FG_SS,val_Max_Pred_FG_SS,val_Avg_Pred_FG_SS,val_Std_Pred_FG_SS,train_SEP_FG_SS,train_Bias_FG_SS,train_SEPC_FG_SS,train_R2_FG_SS,train_Slope_FG_SS,train_N_FG_SS,train_Min_True_FG_SS,train_Max_True_FG_SS,train_Avg_True_FG_SS,train_Std_True_FG_SS,train_Min_Pred_FG_SS,train_Max_Pred_FG_SS,train_Avg_Pred_FG_SS,train_Std_Pred_FG_SS
0.00010268731935766624,0.0007845785986082673,0.00010203328305668499,0.9999838976938362,0.9976178374261653,17,0.0,7.8299999,4.979411782352941,2.449908695105382,0.006394033208780847,7.820109217364733,4.978627203754334,2.4440852921839666,0.00010377012701886945,0.0016340851454420676,0.00010103631575006371,0.9998416764795613,0.9937898527603407,43,3.74,7.33,5.900232558139535,0.8001176900992346,3.749781558930943,7.320306768086573,5.898598472994093,0.7951953704667944
