performance_SEP_CEN_SS,performance_Bias_CEN_SS,performance_SEPC_CEN_SS,performance_R2_CEN_SS,performance_Slope_CEN_SS,performance_N_CEN_SS,performance_Min_True_CEN_SS,performance_Max_True_CEN_SS,performance_Avg_True_CEN_SS,performance_Std_True_CEN_SS,performance_Min_Pred_CEN_SS,performance_Max_Pred_CEN_SS,performance_Avg_Pred_CEN_SS,performance_Std_Pred_CEN_SS,train_SEP_CEN_SS,train_Bias_CEN_SS,train_SEPC_CEN_SS,train_R2_CEN_SS,train_Slope_CEN_SS,train_N_CEN_SS,train_Min_True_CEN_SS,train_Max_True_CEN_SS,train_Avg_True_CEN_SS,train_Std_True_CEN_SS,train_Min_Pred_CEN_SS,train_Max_Pred_CEN_SS,train_Avg_Pred_CEN_SS,train_Std_Pred_CEN_SS
6.01947033294738,-1.208783132008272,4.4669913814554185,-0.3388398858731163,0.004991364825125144,17,0.0,5.87,4.417058794117647,2.05707605441824,5.429942,5.898532,5.625842,0.12209761,0.2481295,0.01084075,0.2480099,0.4258986711502075,0.26585501329354905,57,4.4,7.99,5.680526,0.65163064,5.3742476,6.4784408,5.669686,0.21168934
