performance_SEP_ADF_SS,performance_Bias_ADF_SS,performance_SEPC_ADF_SS,performance_R2_ADF_SS,performance_Slope_ADF_SS,performance_N_ADF_SS,performance_Min_True_ADF_SS,performance_Max_True_ADF_SS,performance_Avg_True_ADF_SS,performance_Std_True_ADF_SS,performance_Min_Pred_ADF_SS,performance_Max_Pred_ADF_SS,performance_Avg_Pred_ADF_SS,performance_Std_Pred_ADF_SS,train_SEP_ADF_SS,train_Bias_ADF_SS,train_SEPC_ADF_SS,train_R2_ADF_SS,train_Slope_ADF_SS,train_N_ADF_SS,train_Min_True_ADF_SS,train_Max_True_ADF_SS,train_Avg_True_ADF_SS,train_Std_True_ADF_SS,train_Min_Pred_ADF_SS,train_Max_Pred_ADF_SS,train_Avg_Pred_ADF_SS,train_Std_Pred_ADF_SS
61.682853584733195,-6.940585527644617,10.500393151523914,-4.624802773756053,0.024274077873561735,17,0.0,8.8699999,1.485882311764706,3.21265514378355,8.259451,9.148741,8.426468,0.2502855,0.23611194,0.013661725,0.23591092,0.5269755125045776,0.32920234955513183,14,7.36,10.24,8.570001,0.68080825,8.259451,9.148741,8.556338,0.2464361
