performance_SEP_EE_SS,performance_Bias_EE_SS,performance_SEPC_EE_SS,performance_R2_EE_SS,performance_Slope_EE_SS,performance_N_EE_SS,performance_Min_True_EE_SS,performance_Max_True_EE_SS,performance_Avg_True_EE_SS,performance_Std_True_EE_SS,performance_Min_Pred_EE_SS,performance_Max_Pred_EE_SS,performance_Avg_Pred_EE_SS,performance_Std_Pred_EE_SS,train_SEP_EE_SS,train_Bias_EE_SS,train_SEPC_EE_SS,train_R2_EE_SS,train_Slope_EE_SS,train_N_EE_SS,train_Min_True_EE_SS,train_Max_True_EE_SS,train_Avg_True_EE_SS,train_Std_True_EE_SS,train_Min_Pred_EE_SS,train_Max_Pred_EE_SS,train_Avg_Pred_EE_SS,train_Std_Pred_EE_SS
97.77026150360204,-4.218586378290153,78.86151103306335,-0.18400458473178238,0.023613937769750626,17,0.0,25.06,18.858235229411765,8.815810109213023,22.573542,23.672132,23.076822,0.41781664,2.3876288,0.014354992,2.387419,0.30994391441345215,0.18692718692441973,60,19.42,28.32,23.190666,1.8445549,22.540712,24.044872,23.176311,0.46609187
