performance_SEP_FG_SS,performance_Bias_FG_SS,performance_SEPC_FG_SS,performance_R2_FG_SS,performance_Slope_FG_SS,performance_N_FG_SS,performance_Min_True_FG_SS,performance_Max_True_FG_SS,performance_Avg_True_FG_SS,performance_Std_True_FG_SS,performance_Min_Pred_FG_SS,performance_Max_Pred_FG_SS,performance_Avg_Pred_FG_SS,performance_Std_Pred_FG_SS,train_SEP_FG_SS,train_Bias_FG_SS,train_SEPC_FG_SS,train_R2_FG_SS,train_Slope_FG_SS,train_N_FG_SS,train_Min_True_FG_SS,train_Max_True_FG_SS,train_Avg_True_FG_SS,train_Std_True_FG_SS,train_Min_Pred_FG_SS,train_Max_Pred_FG_SS,train_Avg_Pred_FG_SS,train_Std_Pred_FG_SS
5.756590562986697,-0.8064000906903436,5.065666887579717,0.09731421285159103,0.11332649020293495,17,0.0,7.8299999,4.979411782352941,2.449908695105382,5.198852,6.365062,5.785812,0.3549886,0.3443355,0.0009210276,0.34433466,0.4746425151824951,0.2994804467946013,43,3.74,7.33,5.9002323,0.8001177,5.198852,6.3876305,5.8993115,0.28211042
