performance_SEP_SS,performance_Bias_SS,performance_SEPC_SS,performance_R2_SS,performance_Slope_SS,performance_N_SS,performance_Min_True_SS,performance_Max_True_SS,performance_Avg_True_SS,performance_Std_True_SS,performance_Min_Pred_SS,performance_Max_Pred_SS,performance_Avg_Pred_SS,performance_Std_Pred_SS,train_SEP_SS,train_Bias_SS,train_SEPC_SS,train_R2_SS,train_Slope_SS,train_N_SS,train_Min_True_SS,train_Max_True_SS,train_Avg_True_SS,train_Std_True_SS,train_Min_Pred_SS,train_Max_Pred_SS,train_Avg_Pred_SS,train_Std_Pred_SS
3.3399375279405015,0.35030643401884065,3.209553267868318,0.5776234226214517,0.4091269035445909,17,79.6699982,90.7600021,87.68705803529411,2.7280654731059406,83.15191,88.739624,87.33675,1.2915645,5.6934843,-0.03948599,5.6919003,0.5835880041122437,0.39605706393878665,63,72.99,92.41,87.3254,3.6682003,83.10799,88.739624,87.36488,1.6746058
