val_SEP_NDF_SS,val_Bias_NDF_SS,val_SEPC_NDF_SS,val_R2_NDF_SS,val_Slope_NDF_SS,val_N_NDF_SS,val_Min_True_NDF_SS,val_Max_True_NDF_SS,val_Avg_True_NDF_SS,val_Std_True_NDF_SS,val_Min_Pred_NDF_SS,val_Max_Pred_NDF_SS,val_Avg_Pred_NDF_SS,val_Std_Pred_NDF_SS,train_SEP_NDF_SS,train_Bias_NDF_SS,train_SEPC_NDF_SS,train_R2_NDF_SS,train_Slope_NDF_SS,train_N_NDF_SS,train_Min_True_NDF_SS,train_Max_True_NDF_SS,train_Avg_True_NDF_SS,train_Std_True_NDF_SS,train_Min_Pred_NDF_SS,train_Max_Pred_NDF_SS,train_Avg_Pred_NDF_SS,train_Std_Pred_NDF_SS
0.00010661107385064692,-0.0005358700219322146,0.00010630596987771596,0.9999945308406102,0.9988677180275114,17,0.0,12.54,1.9735294294117647,4.283279349264291,-0.010310388864970044,12.52994292044422,1.9740652994336974,4.278438413123843,0.00010900405393813666,0.005316055988964435,7.838856505384831e-05,0.9998605189870995,0.9964977338034158,13,9.17,12.25,10.288461538461538,0.8493422446344642,9.15987823115507,12.240474444032689,10.283145482472573,0.8464051405021855
