val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat
0.13253370509373572,11.536667604470585,0.08494682249891501,0.12489327404974049,0.9531059720627346,0.9158281539577786,18,46.2,52.27,48.87499987222222,1.6337763641501557,45.85245,51.650032,48.790054,1.5289973
