val_Accuracy,train_Accuracy,train_Precision_0,train_Recall_0,train_F1-Score_0,train_Precision_1,train_Recall_1,train_F1-Score_1,train_Precision_2,train_Recall_2,train_F1-Score_2,train_Precision_3,train_Recall_3,train_F1-Score_3,train_Precision_4,train_Recall_4,train_F1-Score_4
1.0,0.9974226804123711,1.0,0.9947368421052631,0.9973614775725593,1.0,0.9942196531791907,0.9971014492753624,1.0,1.0,1.0,1.0,1.0,1.0,0.9922178988326849,1.0,0.99609375
