val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM,train_SEP_DM,train_std_SEP_DM,train_Bias_DM,train_SEPC_DM,train_R2_DM,train_Slope_DM,train_N_DM,train_Min_True_DM,train_Max_True_DM,train_Avg_True_DM,train_Std_True_DM,train_Min_Pred_DM,train_Max_Pred_DM,train_Avg_Pred_DM,train_Std_Pred_DM
0.07237954121348095,33.42783073868013,0.014631125458146649,0.07216424109491713,0.9883590643422561,0.9676520653694333,175,79.2945,93.3,87.9790713022857,2.4863918202576327,79.340805,93.09079,87.96444,2.419491,0.10669590713116389,34.30832172379972,-0.0019312063732038558,0.10669217276077501,0.992187594372172,0.9872975049314474,776,64.1945,94.0,87.3696130613402,3.6931885342930957,65.38471,93.69737,87.371544,3.6605575
