performance_SEP_EE_SS,performance_Bias_EE_SS,performance_SEPC_EE_SS,performance_R2_EE_SS,performance_Slope_EE_SS,performance_N_EE_SS,performance_Min_True_EE_SS,performance_Max_True_EE_SS,performance_Avg_True_EE_SS,performance_Std_True_EE_SS,performance_Min_Pred_EE_SS,performance_Max_Pred_EE_SS,performance_Avg_Pred_EE_SS,performance_Std_Pred_EE_SS,train_SEP_EE_SS,train_Bias_EE_SS,train_SEPC_EE_SS,train_R2_EE_SS,train_Slope_EE_SS,train_N_EE_SS,train_Min_True_EE_SS,train_Max_True_EE_SS,train_Avg_True_EE_SS,train_Std_True_EE_SS,train_Min_Pred_EE_SS,train_Max_Pred_EE_SS,train_Avg_Pred_EE_SS,train_Std_Pred_EE_SS
0.016373327203181635,0.007100609866379694,0.016321425640928446,0.06980571830740046,0.04467825769282471,35,1.8204018951658008,2.3111612175873733,2.0750636650683196,0.13076366190503017,2.0294757,2.089448,2.0679631,0.01684883,0.012496722,-0.00039351903,0.012496566,0.28792548179626465,0.17027499613611793,91,1.674473,2.6559308,2.0683484,0.13174553,1.965802,2.2184079,2.068742,0.030219905
