performance_SEP_CEN_SS,performance_Bias_CEN_SS,performance_SEPC_CEN_SS,performance_R2_CEN_SS,performance_Slope_CEN_SS,performance_N_CEN_SS,performance_Min_True_CEN_SS,performance_Max_True_CEN_SS,performance_Avg_True_CEN_SS,performance_Std_True_CEN_SS,performance_Min_Pred_CEN_SS,performance_Max_Pred_CEN_SS,performance_Avg_Pred_CEN_SS,performance_Std_Pred_CEN_SS,train_SEP_CEN_SS,train_Bias_CEN_SS,train_SEPC_CEN_SS,train_R2_CEN_SS,train_Slope_CEN_SS,train_N_CEN_SS,train_Min_True_CEN_SS,train_Max_True_CEN_SS,train_Avg_True_CEN_SS,train_Std_True_CEN_SS,train_Min_Pred_CEN_SS,train_Max_Pred_CEN_SS,train_Avg_Pred_CEN_SS,train_Std_Pred_CEN_SS
0.026829973621622812,0.026640298951787704,0.02609939440137512,0.2610536338473808,0.15914143030495018,35,2.703008369147252,3.6063363667003703,2.9728364735733694,0.18780584318237106,2.9236052,3.0744588,2.9461963,0.03617774,0.04585853,0.0050010905,0.045833256,0.36286789178848267,0.2248957179016795,96,2.510752,4.3182592,2.9767425,0.26688334,2.9236052,3.4152598,2.9717414,0.07852561
