performance_SEP_NDF_SS,performance_Bias_NDF_SS,performance_SEPC_NDF_SS,performance_R2_NDF_SS,performance_Slope_NDF_SS,performance_N_NDF_SS,performance_Min_True_NDF_SS,performance_Max_True_NDF_SS,performance_Avg_True_NDF_SS,performance_Std_True_NDF_SS,performance_Min_Pred_NDF_SS,performance_Max_Pred_NDF_SS,performance_Avg_Pred_NDF_SS,performance_Std_Pred_NDF_SS,train_SEP_NDF_SS,train_Bias_NDF_SS,train_SEPC_NDF_SS,train_R2_NDF_SS,train_Slope_NDF_SS,train_N_NDF_SS,train_Min_True_NDF_SS,train_Max_True_NDF_SS,train_Avg_True_NDF_SS,train_Std_True_NDF_SS,train_Min_Pred_NDF_SS,train_Max_Pred_NDF_SS,train_Avg_Pred_NDF_SS,train_Std_Pred_NDF_SS
123.61490074687939,-6.444846398489815,80.85720726145438,-0.5473219537132814,-0.005901356757379156,35,0.0,21.6,12.157142857142857,8.809484684597804,18.38779,19.162148,18.60199,0.1549435,0.85486156,0.028251618,0.8540505,0.44122403860092163,0.27697171115223257,63,16.3,24.1,18.741266,1.2270284,18.375128,20.83292,18.713018,0.41098902
