performance_SEP_SS,performance_Bias_SS,performance_SEPC_SS,performance_R2_SS,performance_Slope_SS,performance_N_SS,performance_Min_True_SS,performance_Max_True_SS,performance_Avg_True_SS,performance_Std_True_SS,performance_Min_Pred_SS,performance_Max_Pred_SS,performance_Avg_Pred_SS,performance_Std_Pred_SS,train_SEP_SS,train_Bias_SS,train_SEPC_SS,train_R2_SS,train_Slope_SS,train_N_SS,train_Min_True_SS,train_Max_True_SS,train_Avg_True_SS,train_Std_True_SS,train_Min_Pred_SS,train_Max_Pred_SS,train_Avg_Pred_SS,train_Std_Pred_SS
1.0579095534014513,0.5556329850167401,0.7401013036558203,-0.31010295272670163,0.2018635816751618,35,86.5,90.6900024,88.32399977142857,0.8856803168517333,86.62482,88.30439,87.768364,0.50122,1.1812818,-0.008176824,1.1812147,0.3152802586555481,0.2065147940805609,190,83.21,90.78,87.94595,1.3100095,86.535934,88.30682,87.954124,0.4094915
