performance_SEP_AMIDO_SS,performance_Bias_AMIDO_SS,performance_SEPC_AMIDO_SS,performance_R2_AMIDO_SS,performance_Slope_AMIDO_SS,performance_N_AMIDO_SS,performance_Min_True_AMIDO_SS,performance_Max_True_AMIDO_SS,performance_Avg_True_AMIDO_SS,performance_Std_True_AMIDO_SS,performance_Min_Pred_AMIDO_SS,performance_Max_Pred_AMIDO_SS,performance_Avg_Pred_AMIDO_SS,performance_Std_Pred_AMIDO_SS,train_SEP_AMIDO_SS,train_Bias_AMIDO_SS,train_SEPC_AMIDO_SS,train_R2_AMIDO_SS,train_Slope_AMIDO_SS,train_N_AMIDO_SS,train_Min_True_AMIDO_SS,train_Max_True_AMIDO_SS,train_Avg_True_AMIDO_SS,train_Std_True_AMIDO_SS,train_Min_Pred_AMIDO_SS,train_Max_Pred_AMIDO_SS,train_Avg_Pred_AMIDO_SS,train_Std_Pred_AMIDO_SS
4.552020556365785,1.1784568880180308,3.122414018362846,-0.5160282990777911,0.07751969262676892,35,51.63055872291904,59.4300003,56.00251018914805,1.70786638080472,53.55444,56.047455,54.824055,0.7540654,3.193759,-0.01912398,3.1933904,0.4323991537094116,0.2881485755881838,131,47.08,59.8,54.962543,2.3630102,52.526783,56.047455,54.98167,0.89617777
