performance_SEP_PG_SS,performance_Bias_PG_SS,performance_SEPC_PG_SS,performance_R2_PG_SS,performance_Slope_PG_SS,performance_N_PG_SS,performance_Min_True_PG_SS,performance_Max_True_PG_SS,performance_Avg_True_PG_SS,performance_Std_True_PG_SS,performance_Min_Pred_PG_SS,performance_Max_Pred_PG_SS,performance_Avg_Pred_PG_SS,performance_Std_Pred_PG_SS,train_SEP_PG_SS,train_Bias_PG_SS,train_SEPC_PG_SS,train_R2_PG_SS,train_Slope_PG_SS,train_N_PG_SS,train_Min_True_PG_SS,train_Max_True_PG_SS,train_Avg_True_PG_SS,train_Std_True_PG_SS,train_Min_Pred_PG_SS,train_Max_Pred_PG_SS,train_Avg_Pred_PG_SS,train_Std_Pred_PG_SS
1.3465208579517007,-0.24431146947126128,1.2850772316566346,-0.0055567882561684545,0.08377577848889942,35,9.1,14.71,10.497142845714286,1.1405351593181363,10.392834,11.801115,10.741454,0.4068105,1.5178561,0.016246747,1.5175894,0.413502037525177,0.26879315710877033,98,8.3,15.92,10.941837,1.600497,10.3508005,12.84218,10.925591,0.5635506
