performance_SEP_ADF_SS,performance_Bias_ADF_SS,performance_SEPC_ADF_SS,performance_R2_ADF_SS,performance_Slope_ADF_SS,performance_N_ADF_SS,performance_Min_True_ADF_SS,performance_Max_True_ADF_SS,performance_Avg_True_ADF_SS,performance_Std_True_ADF_SS,performance_Min_Pred_ADF_SS,performance_Max_Pred_ADF_SS,performance_Avg_Pred_ADF_SS,performance_Std_Pred_ADF_SS,train_SEP_ADF_SS,train_Bias_ADF_SS,train_SEPC_ADF_SS,train_R2_ADF_SS,train_Slope_ADF_SS,train_N_ADF_SS,train_Min_True_ADF_SS,train_Max_True_ADF_SS,train_Avg_True_ADF_SS,train_Std_True_ADF_SS,train_Min_Pred_ADF_SS,train_Max_Pred_ADF_SS,train_Avg_Pred_ADF_SS,train_Std_Pred_ADF_SS
16.9018419695551,-2.5541180637904572,10.186454677427896,-0.6989014171683081,-0.011316561098641612,35,0.0,7.6,4.268571428571429,3.108768376114009,6.6709347,7.0331297,6.8226905,0.11061563,0.32215565,0.007076457,0.3221048,0.30215132236480713,0.18397726725047236,69,5.5,8.5,6.8797097,0.6745003,6.5762167,7.3941126,6.872634,0.17287898
