performance_SEP_FG_SS,performance_Bias_FG_SS,performance_SEPC_FG_SS,performance_R2_FG_SS,performance_Slope_FG_SS,performance_N_FG_SS,performance_Min_True_FG_SS,performance_Max_True_FG_SS,performance_Avg_True_FG_SS,performance_Std_True_FG_SS,performance_Min_Pred_FG_SS,performance_Max_Pred_FG_SS,performance_Avg_Pred_FG_SS,performance_Std_Pred_FG_SS,train_SEP_FG_SS,train_Bias_FG_SS,train_SEPC_FG_SS,train_R2_FG_SS,train_Slope_FG_SS,train_N_FG_SS,train_Min_True_FG_SS,train_Max_True_FG_SS,train_Avg_True_FG_SS,train_Std_True_FG_SS,train_Min_Pred_FG_SS,train_Max_Pred_FG_SS,train_Avg_Pred_FG_SS,train_Std_Pred_FG_SS
0.29808578069309655,-0.3631200994686454,0.16235145033032705,-0.8691185727396911,0.012106088594739994,35,4.5,6.1,5.320285708571428,0.39360231107668003,5.4976587,5.888646,5.6834054,0.08087692,0.25870487,0.001295412,0.25870317,0.25110363960266113,0.14725196570291788,148,4.5,7.17,5.736216,0.5857594,5.48793,5.9895267,5.734921,0.12202279
