val_SEP_AMIDO_SS,val_Bias_AMIDO_SS,val_SEPC_AMIDO_SS,val_R2_AMIDO_SS,val_Slope_AMIDO_SS,val_N_AMIDO_SS,val_Min_True_AMIDO_SS,val_Max_True_AMIDO_SS,val_Avg_True_AMIDO_SS,val_Std_True_AMIDO_SS,val_Min_Pred_AMIDO_SS,val_Max_Pred_AMIDO_SS,val_Avg_Pred_AMIDO_SS,val_Std_Pred_AMIDO_SS,train_SEP_AMIDO_SS,train_Bias_AMIDO_SS,train_SEPC_AMIDO_SS,train_R2_AMIDO_SS,train_Slope_AMIDO_SS,train_N_AMIDO_SS,train_Min_True_AMIDO_SS,train_Max_True_AMIDO_SS,train_Avg_True_AMIDO_SS,train_Std_True_AMIDO_SS,train_Min_Pred_AMIDO_SS,train_Max_Pred_AMIDO_SS,train_Avg_Pred_AMIDO_SS,train_Std_Pred_AMIDO_SS
3.0301020966612118,0.567577484655171,2.698483066129972,-0.009160760754747477,0.28387655385911253,35,51.63055872291904,59.4300003,56.00251018914805,1.70786638080472,53.27125006956613,58.12776725282766,55.43493270449289,1.166448687432995,3.4420089408316348,-0.43125720839089987,3.2545955242749134,0.38827962446880715,0.37096518741309936,131,47.08,59.8,54.96254409435114,2.3630099598392467,50.5800240393771,58.55227397261897,55.39380130274204,1.337437087615698
