performance_SEP_Starch,performance_Bias_Starch,performance_SEPC_Starch,performance_R2_Starch,performance_Slope_Starch,performance_N_Starch,performance_Min_True_Starch,performance_Max_True_Starch,performance_Avg_True_Starch,performance_Std_True_Starch,performance_Min_Pred_Starch,performance_Max_Pred_Starch,performance_Avg_Pred_Starch,performance_Std_Pred_Starch,train_SEP_Starch,train_Bias_Starch,train_SEPC_Starch,train_R2_Starch,train_Slope_Starch,train_N_Starch,train_Min_True_Starch,train_Max_True_Starch,train_Avg_True_Starch,train_Std_True_Starch,train_Min_Pred_Starch,train_Max_Pred_Starch,train_Avg_Pred_Starch,train_Std_Pred_Starch
1.2953758177071595,0.7693264632853859,0.6900611740707048,-0.5497860116831794,0.11369372772175862,45,70.5999985,75.0400009,73.06263650153409,0.9040284659072556,71.81,72.51167,72.29332,0.20807543,1.2672018,-0.0028301948,1.2671937,0.3095408082008362,0.19561461579622635,172,67.615105,75.7,72.16147,1.3507897,70.093765,72.544266,72.1643,0.38606125
